# ref_schools — India schools seed (Build 2b, T1: chains + CISCE + curated).
# Sources: deedy/cbse_schools_data + deedy/cisce_schools_data (both CC-BY-SA-4.0). School
# names + districts are public CBSE/government FACTS (not copyrightable); re-expressed and
# normalized here, used as facts WITH attribution. Underlying authority: CBSE / CISCE.
# Tags: deedy rows source='deedy', curated international top-up source='seed'.
# Name format: '{Title name}, {District}, {State}' (CBSE chains) / '{name}, {State}' (CISCE,
# no district column) / '{name}, {City}, {State}' (curated). LENIENT field — never blocks signup.
name,aliases,source
"Kendriya Vidyalaya, Anantnag, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Angul, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Araria, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Arunachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Aurangabad, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Aurangabad, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Badaun, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bagalkot, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bageshwar, Uttarakhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Balaghat, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Balasore, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Balia, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Balrampur, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Banaskantha/Palanpur, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bangalore, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Banka, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Baramulla, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Baran, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bareilly, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bargarh, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Barpeta, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bastar, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Begusarai, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Belgaum, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bellary, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Betul, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhadrak, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhagalpur, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhandara, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bharuch, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhavnagar, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhilwara, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhind, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhiwani, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhojpur, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhopal, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bhuj, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bidar, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bijapur, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bikaner, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Birbhum, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bokaro, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bolangir, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bongaigaon, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Boudh, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Bsf Humhama, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Burdwan, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Burhanpur, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Buxar, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Cachar, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Calcutta, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chamba, Himachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chamoli, Uttarakhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Champaran East, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Champaran West, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Champawat, Uttarakhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chandigarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chandrapur, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Changlang, Arunachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chennai City, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chennai, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chhindwara, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chickmagalur, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chitrakoot, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Chittorgarh, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Churachandpur, Manipur","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Coimbatore, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Cooch Behar, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Cuddalore, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Cuddapah, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Cuttack, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, DIU, Daman & Diu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dadar & Nagar Haveli, Dadar & Nagar Haveli","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Damoh, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dantewada, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Darbhanga, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Darrang, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Datia, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Davangere, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dehradun, Uttarakhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Delhi","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Deogarh, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Deogarh, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Deoria, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Devbhumi Dwarka, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dewas, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dhamtari, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dhanbad, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dharmapuri, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dharwad, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dhemaji, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dhubri, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dhule, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dibrugarh, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dimapur, Nagaland","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dindigul, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dindori, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Doda, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dohad, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Dungarpur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Durg, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Durgapur, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, East Delhi, Delhi","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, East District, Sikkim","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, East Godavari, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, East Khasi Hills, Meghalaya","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Ernakulam, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Etah, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Fatehgarh, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Ferozabad, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Ferozepur, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, GOA","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gajapati, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gandhinagar, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Ganjam, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Garhwa, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gautam Budh Nagar, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Ghaziabad, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Goa (North), GOA","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Goalpara, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Godda, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Golaghat, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gonda, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gopalganj, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gorakhpur, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gulbarga, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gumla, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Guna, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Guntur, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gurdaspur, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Gurgaon, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hailakandi, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hamirpur, Himachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Harda, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hassan, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hathras, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hazaribagh, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hissar, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hooghly, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hoshangabad, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hoshiarpur, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Hyderabad, Telangana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Idduki, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Imphal, Manipur","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Indore, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Iran, Foreign Schools","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jabalpur, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jahanabad, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jaipur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jaisalmer, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jajpur, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jalgaon, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jalpaiguri, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jammu, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jamnagar, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jamtara, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jashpur, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jatsinghpur, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jhabua, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jhansi, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jhunjhunu, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jodhpur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jorhat, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Jullundur, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Junagarh, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kabri Anglong, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kalahandi, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kamrup, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kancheepuram, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kandhamal, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kangra, Himachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kanker, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kannur, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kanpur, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kanyakumari, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kapurthala, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Karaikal, Puducherry","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Karauli, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kargil, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Karimganj, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Karimnagar, Telangana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Karnal, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kasargud, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kathua, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Katihar, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kendrapara, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Keonjhar, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Khagaria, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Khammam, Telangana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Khandwa, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Khargaon, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kheda, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Khurda, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kinnaur, Himachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kishanganj, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kishtwar, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kodagu, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kohima, Nagaland","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kokrajhar, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kolar, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kollam, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Koppal, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Koraput, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Koriya, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kottayam, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Krishna, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kulu, Himachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kurnool, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Kutch-Bhuj, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, LEH, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Lahaul & Spiti, Himachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Lakhimpur Kheri, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Lakhimpur, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Lakshadweep","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Latehar, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Latur, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Lucknow, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Lungeli, Mizoram","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Madurai, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mahasumund, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mahbubnagar, Telangana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mahe, Puducherry","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mahindergarh, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mahoba, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Malappuram, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Malkangiri, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mandi, Himachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mandla, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mathura, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mayurbhanj, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Medak, Telangana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Meerut, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mehsana, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mizoram","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mokokchung, Nagaland","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Moradabad, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Morena, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Morigaon, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mumbai, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Munger, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Muzaffarpur, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Mysore, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, N.C.Hills, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Nadia, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Nagaon, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Nagpur, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Nainital, Uttarakhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Nalanda, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Nalgonda, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Nalgonda, Telangana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Nanded, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
